transect,type,sample,density
125,Inside,Abudefduf sordidus,0
127,Inside,Abudefduf sordidus,0
129,Inside,Abudefduf sordidus,0
131,Inside,Abudefduf sordidus,0
133,Inside,Abudefduf sordidus,0
135,Inside,Abudefduf sordidus,0
137,Inside,Abudefduf sordidus,0
139,Inside,Abudefduf sordidus,0
141,Inside,Abudefduf sordidus,0
143,Inside,Abudefduf sordidus,0
145,Inside,Abudefduf sordidus,0
147,Inside,Abudefduf sordidus,0
2,Outside,Abudefduf sordidus,0
4,Outside,Abudefduf sordidus,0
9,Outside,Abudefduf sordidus,0
13,Outside,Abudefduf sordidus,0
15,Outside,Abudefduf sordidus,0
20,Outside,Abudefduf sordidus,0.091503268
23,Outside,Abudefduf sordidus,0
30,Outside,Abudefduf sordidus,0
35,Outside,Abudefduf sordidus,0
38,Outside,Abudefduf sordidus,0
41,Outside,Abudefduf sordidus,0
42,Outside,Abudefduf sordidus,0
51,Outside,Abudefduf sordidus,0
52,Outside,Abudefduf sordidus,0
55,Outside,Abudefduf sordidus,0
56,Outside,Abudefduf sordidus,0
64,Outside,Abudefduf sordidus,0
65,Outside,Abudefduf sordidus,0
66,Outside,Abudefduf sordidus,0
70,Outside,Abudefduf sordidus,0
74,Outside,Abudefduf sordidus,0
75,Outside,Abudefduf sordidus,0
79,Outside,Abudefduf sordidus,0
81,Outside,Abudefduf sordidus,0
84,Outside,Abudefduf sordidus,0
87,Outside,Abudefduf sordidus,0
91,Outside,Abudefduf sordidus,0
92,Outside,Abudefduf sordidus,0
95,Outside,Abudefduf sordidus,0
100,Outside,Abudefduf sordidus,0
102,Outside,Abudefduf sordidus,0
104,Outside,Abudefduf sordidus,0
106,Outside,Abudefduf sordidus,0
108,Outside,Abudefduf sordidus,0
110,Outside,Abudefduf sordidus,0
112,Outside,Abudefduf sordidus,0
115,Outside,Abudefduf sordidus,0
117,Outside,Abudefduf sordidus,0
119,Outside,Abudefduf sordidus,0
121,Outside,Abudefduf sordidus,0
123,Outside,Abudefduf sordidus,0
126,Outside,Abudefduf sordidus,0
128,Outside,Abudefduf sordidus,0
130,Outside,Abudefduf sordidus,0
132,Outside,Abudefduf sordidus,0
134,Outside,Abudefduf sordidus,0
136,Outside,Abudefduf sordidus,0
138,Outside,Abudefduf sordidus,0
140,Outside,Abudefduf sordidus,0
142,Outside,Abudefduf sordidus,0
144,Outside,Abudefduf sordidus,0
146,Outside,Abudefduf sordidus,0
148,Outside,Abudefduf sordidus,0
1,Inside,Abudefduf sp.,0.238853503
5,Inside,Abudefduf sp.,0.087789306
8,Inside,Abudefduf sp.,0.003588088
10,Inside,Abudefduf sp.,0.004604052
14,Inside,Abudefduf sp.,0.017055145
16,Inside,Abudefduf sp.,0.005157298
17,Inside,Abudefduf sp.,0
18,Inside,Abudefduf sp.,0.009025271
19,Inside,Abudefduf sp.,0.061488673
21,Inside,Abudefduf sp.,0.006677796
22,Inside,Abudefduf sp.,0
24,Inside,Abudefduf sp.,0
26,Inside,Abudefduf sp.,0.007936508
27,Inside,Abudefduf sp.,0.003306878
28,Inside,Abudefduf sp.,0.006151953
29,Inside,Abudefduf sp.,0.027241209
31,Inside,Abudefduf sp.,0.029697624
32,Inside,Abudefduf sp.,0.006518905
33,Inside,Abudefduf sp.,0.0456621
34,Inside,Abudefduf sp.,0.016928658
36,Inside,Abudefduf sp.,0.145748988
37,Inside,Abudefduf sp.,0.153730784
39,Inside,Abudefduf sp.,0.00856898
40,Inside,Abudefduf sp.,0
43,Inside,Abudefduf sp.,0.002686728
44,Inside,Abudefduf sp.,0.051664753
45,Inside,Abudefduf sp.,0.002570694
46,Inside,Abudefduf sp.,0
47,Inside,Abudefduf sp.,0
48,Inside,Abudefduf sp.,0.025258904
49,Inside,Abudefduf sp.,0.058748404
50,Inside,Abudefduf sp.,0
54,Inside,Abudefduf sp.,0.004764173
57,Inside,Abudefduf sp.,0
59,Inside,Abudefduf sp.,0
60,Inside,Abudefduf sp.,0.219959267
61,Inside,Abudefduf sp.,0.005844535
67,Inside,Abudefduf sp.,0
68,Inside,Abudefduf sp.,0.002985075
69,Inside,Abudefduf sp.,0.014326648
71,Inside,Abudefduf sp.,0.003418803
76,Inside,Abudefduf sp.,0
77,Inside,Abudefduf sp.,0
78,Inside,Abudefduf sp.,0
80,Inside,Abudefduf sp.,0
85,Inside,Abudefduf sp.,0.000905428
86,Inside,Abudefduf sp.,0
88,Inside,Abudefduf sp.,0
89,Inside,Abudefduf sp.,0.000418655
90,Inside,Abudefduf sp.,0.000756172
93,Inside,Abudefduf sp.,0.003456221
96,Inside,Abudefduf sp.,0.000626547
97,Inside,Abudefduf sp.,0
98,Inside,Abudefduf sp.,0.003341129
99,Inside,Abudefduf sp.,0.000380706
101,Inside,Abudefduf sp.,0.004642526
103,Inside,Abudefduf sp.,0
105,Inside,Abudefduf sp.,0
107,Inside,Abudefduf sp.,0.025830894
109,Inside,Abudefduf sp.,0.005317263
111,Inside,Abudefduf sp.,0
113,Inside,Abudefduf sp.,0
114,Inside,Abudefduf sp.,0.013250883
116,Inside,Abudefduf sp.,0.004158869
118,Inside,Abudefduf sp.,0.028317152
120,Inside,Abudefduf sp.,0.00234852
122,Inside,Abudefduf sp.,0.016469038
125,Inside,Abudefduf sp.,0.022346369
127,Inside,Abudefduf sp.,0
129,Inside,Abudefduf sp.,0.007846214
131,Inside,Abudefduf sp.,0
133,Inside,Abudefduf sp.,0
135,Inside,Abudefduf sp.,0.078662734
137,Inside,Abudefduf sp.,0.018115942
139,Inside,Abudefduf sp.,0.045882083
141,Inside,Abudefduf sp.,0
143,Inside,Abudefduf sp.,0.021276596
145,Inside,Abudefduf sp.,0
147,Inside,Abudefduf sp.,0
2,Outside,Abudefduf sp.,0.005443658
4,Outside,Abudefduf sp.,0.026132404
9,Outside,Abudefduf sp.,0.023823705
13,Outside,Abudefduf sp.,0
15,Outside,Abudefduf sp.,0
20,Outside,Abudefduf sp.,0
23,Outside,Abudefduf sp.,0
30,Outside,Abudefduf sp.,0.028116214
35,Outside,Abudefduf sp.,0.048272358
38,Outside,Abudefduf sp.,0.016844469
41,Outside,Abudefduf sp.,0
42,Outside,Abudefduf sp.,0
51,Outside,Abudefduf sp.,0
52,Outside,Abudefduf sp.,0.007549069
55,Outside,Abudefduf sp.,0
56,Outside,Abudefduf sp.,0
64,Outside,Abudefduf sp.,0
65,Outside,Abudefduf sp.,0
66,Outside,Abudefduf sp.,0
70,Outside,Abudefduf sp.,0
74,Outside,Abudefduf sp.,0
75,Outside,Abudefduf sp.,0
79,Outside,Abudefduf sp.,0
81,Outside,Abudefduf sp.,0
84,Outside,Abudefduf sp.,0
87,Outside,Abudefduf sp.,0
91,Outside,Abudefduf sp.,0.000571102
92,Outside,Abudefduf sp.,0
95,Outside,Abudefduf sp.,0
100,Outside,Abudefduf sp.,0
102,Outside,Abudefduf sp.,0
104,Outside,Abudefduf sp.,0
106,Outside,Abudefduf sp.,0.002339729
108,Outside,Abudefduf sp.,0
110,Outside,Abudefduf sp.,0.002034174
112,Outside,Abudefduf sp.,0.001862891
115,Outside,Abudefduf sp.,0.009878982
117,Outside,Abudefduf sp.,0.014556041
119,Outside,Abudefduf sp.,0.01120239
121,Outside,Abudefduf sp.,0
123,Outside,Abudefduf sp.,0
126,Outside,Abudefduf sp.,0
128,Outside,Abudefduf sp.,0
130,Outside,Abudefduf sp.,0
132,Outside,Abudefduf sp.,0
134,Outside,Abudefduf sp.,0
136,Outside,Abudefduf sp.,0
138,Outside,Abudefduf sp.,0.043037196
140,Outside,Abudefduf sp.,0.064399276
142,Outside,Abudefduf sp.,0
144,Outside,Abudefduf sp.,0
146,Outside,Abudefduf sp.,0
148,Outside,Abudefduf sp.,0
1,Inside,Abudefduf vaigiensis,0
5,Inside,Abudefduf vaigiensis,0
8,Inside,Abudefduf vaigiensis,0
10,Inside,Abudefduf vaigiensis,0
14,Inside,Abudefduf vaigiensis,0
16,Inside,Abudefduf vaigiensis,0
17,Inside,Abudefduf vaigiensis,0
18,Inside,Abudefduf vaigiensis,0
19,Inside,Abudefduf vaigiensis,0
21,Inside,Abudefduf vaigiensis,0
22,Inside,Abudefduf vaigiensis,0
24,Inside,Abudefduf vaigiensis,0
26,Inside,Abudefduf vaigiensis,0
27,Inside,Abudefduf vaigiensis,0
28,Inside,Abudefduf vaigiensis,0
29,Inside,Abudefduf vaigiensis,0
31,Inside,Abudefduf vaigiensis,0
32,Inside,Abudefduf vaigiensis,0
33,Inside,Abudefduf vaigiensis,0
34,Inside,Abudefduf vaigiensis,0
36,Inside,Abudefduf vaigiensis,0
37,Inside,Abudefduf vaigiensis,0
39,Inside,Abudefduf vaigiensis,0
40,Inside,Abudefduf vaigiensis,0
43,Inside,Abudefduf vaigiensis,0
44,Inside,Abudefduf vaigiensis,0
45,Inside,Abudefduf vaigiensis,0
46,Inside,Abudefduf vaigiensis,0
47,Inside,Abudefduf vaigiensis,0
48,Inside,Abudefduf vaigiensis,0
49,Inside,Abudefduf vaigiensis,0
50,Inside,Abudefduf vaigiensis,0
54,Inside,Abudefduf vaigiensis,0
57,Inside,Abudefduf vaigiensis,0
59,Inside,Abudefduf vaigiensis,0
60,Inside,Abudefduf vaigiensis,0
61,Inside,Abudefduf vaigiensis,0
67,Inside,Abudefduf vaigiensis,0
68,Inside,Abudefduf vaigiensis,0
69,Inside,Abudefduf vaigiensis,0
71,Inside,Abudefduf vaigiensis,0
76,Inside,Abudefduf vaigiensis,0
77,Inside,Abudefduf vaigiensis,0
78,Inside,Abudefduf vaigiensis,0
80,Inside,Abudefduf vaigiensis,0
85,Inside,Abudefduf vaigiensis,0
86,Inside,Abudefduf vaigiensis,0
88,Inside,Abudefduf vaigiensis,0
89,Inside,Abudefduf vaigiensis,0
90,Inside,Abudefduf vaigiensis,0
93,Inside,Abudefduf vaigiensis,0
96,Inside,Abudefduf vaigiensis,0
97,Inside,Abudefduf vaigiensis,0
98,Inside,Abudefduf vaigiensis,0
99,Inside,Abudefduf vaigiensis,0
101,Inside,Abudefduf vaigiensis,0
103,Inside,Abudefduf vaigiensis,0
105,Inside,Abudefduf vaigiensis,0
107,Inside,Abudefduf vaigiensis,0
109,Inside,Abudefduf vaigiensis,0
111,Inside,Abudefduf vaigiensis,0
113,Inside,Abudefduf vaigiensis,0
114,Inside,Abudefduf vaigiensis,0
116,Inside,Abudefduf vaigiensis,0
118,Inside,Abudefduf vaigiensis,0
120,Inside,Abudefduf vaigiensis,0
122,Inside,Abudefduf vaigiensis,0
125,Inside,Abudefduf vaigiensis,0
127,Inside,Abudefduf vaigiensis,0
129,Inside,Abudefduf vaigiensis,0
131,Inside,Abudefduf vaigiensis,0
133,Inside,Abudefduf vaigiensis,0
135,Inside,Abudefduf vaigiensis,0
137,Inside,Abudefduf vaigiensis,0
139,Inside,Abudefduf vaigiensis,0
141,Inside,Abudefduf vaigiensis,0
143,Inside,Abudefduf vaigiensis,0
145,Inside,Abudefduf vaigiensis,0
147,Inside,Abudefduf vaigiensis,0
2,Outside,Abudefduf vaigiensis,0
4,Outside,Abudefduf vaigiensis,0
9,Outside,Abudefduf vaigiensis,0
13,Outside,Abudefduf vaigiensis,0
15,Outside,Abudefduf vaigiensis,0
20,Outside,Abudefduf vaigiensis,0
23,Outside,Abudefduf vaigiensis,0
30,Outside,Abudefduf vaigiensis,0
35,Outside,Abudefduf vaigiensis,0
38,Outside,Abudefduf vaigiensis,0
41,Outside,Abudefduf vaigiensis,0
42,Outside,Abudefduf vaigiensis,0
51,Outside,Abudefduf vaigiensis,0
52,Outside,Abudefduf vaigiensis,0
55,Outside,Abudefduf vaigiensis,0
56,Outside,Abudefduf vaigiensis,0
64,Outside,Abudefduf vaigiensis,0
65,Outside,Abudefduf vaigiensis,0
66,Outside,Abudefduf vaigiensis,0
70,Outside,Abudefduf vaigiensis,0
74,Outside,Abudefduf vaigiensis,0
75,Outside,Abudefduf vaigiensis,0
79,Outside,Abudefduf vaigiensis,0
81,Outside,Abudefduf vaigiensis,0
84,Outside,Abudefduf vaigiensis,0
87,Outside,Abudefduf vaigiensis,0
91,Outside,Abudefduf vaigiensis,0
92,Outside,Abudefduf vaigiensis,0
95,Outside,Abudefduf vaigiensis,0
100,Outside,Abudefduf vaigiensis,0
102,Outside,Abudefduf vaigiensis,0
104,Outside,Abudefduf vaigiensis,0
106,Outside,Abudefduf vaigiensis,0
108,Outside,Abudefduf vaigiensis,0
110,Outside,Abudefduf vaigiensis,0
112,Outside,Abudefduf vaigiensis,0
115,Outside,Abudefduf vaigiensis,0.004939491
117,Outside,Abudefduf vaigiensis,0
119,Outside,Abudefduf vaigiensis,0
121,Outside,Abudefduf vaigiensis,0
123,Outside,Abudefduf vaigiensis,0
126,Outside,Abudefduf vaigiensis,0
128,Outside,Abudefduf vaigiensis,0
130,Outside,Abudefduf vaigiensis,0
132,Outside,Abudefduf vaigiensis,0
134,Outside,Abudefduf vaigiensis,0
136,Outside,Abudefduf vaigiensis,0
138,Outside,Abudefduf vaigiensis,0.009222256
140,Outside,Abudefduf vaigiensis,0
142,Outside,Abudefduf vaigiensis,0
144,Outside,Abudefduf vaigiensis,0
146,Outside,Abudefduf vaigiensis,0
148,Outside,Abudefduf vaigiensis,0
1,Inside,Aluterus scriptus,0
5,Inside,Aluterus scriptus,0
8,Inside,Aluterus scriptus,0
10,Inside,Aluterus scriptus,0
14,Inside,Aluterus scriptus,0
16,Inside,Aluterus scriptus,0
17,Inside,Aluterus scriptus,0
18,Inside,Aluterus scriptus,0
19,Inside,Aluterus scriptus,0
21,Inside,Aluterus scriptus,0
22,Inside,Aluterus scriptus,0
24,Inside,Aluterus scriptus,0
26,Inside,Aluterus scriptus,0
27,Inside,Aluterus scriptus,0
28,Inside,Aluterus scriptus,0
29,Inside,Aluterus scriptus,0
31,Inside,Aluterus scriptus,0
32,Inside,Aluterus scriptus,0
33,Inside,Aluterus scriptus,0
34,Inside,Aluterus scriptus,0
36,Inside,Aluterus scriptus,0
37,Inside,Aluterus scriptus,0
39,Inside,Aluterus scriptus,0
40,Inside,Aluterus scriptus,0
43,Inside,Aluterus scriptus,0
44,Inside,Aluterus scriptus,0
45,Inside,Aluterus scriptus,0
46,Inside,Aluterus scriptus,0
47,Inside,Aluterus scriptus,0
48,Inside,Aluterus scriptus,0
49,Inside,Aluterus scriptus,0
50,Inside,Aluterus scriptus,0
54,Inside,Aluterus scriptus,0
57,Inside,Aluterus scriptus,0
59,Inside,Aluterus scriptus,0
60,Inside,Aluterus scriptus,0.00407332
61,Inside,Aluterus scriptus,0
67,Inside,Aluterus scriptus,0
68,Inside,Aluterus scriptus,0
69,Inside,Aluterus scriptus,0
71,Inside,Aluterus scriptus,0
76,Inside,Aluterus scriptus,0
77,Inside,Aluterus scriptus,0
78,Inside,Aluterus scriptus,0
80,Inside,Aluterus scriptus,0
85,Inside,Aluterus scriptus,0
86,Inside,Aluterus scriptus,0
88,Inside,Aluterus scriptus,0
89,Inside,Aluterus scriptus,0
90,Inside,Aluterus scriptus,0.000378086
93,Inside,Aluterus scriptus,0
96,Inside,Aluterus scriptus,0
97,Inside,Aluterus scriptus,0.00133209
98,Inside,Aluterus scriptus,0.001484946
99,Inside,Aluterus scriptus,0
101,Inside,Aluterus scriptus,0
103,Inside,Aluterus scriptus,0
105,Inside,Aluterus scriptus,0
107,Inside,Aluterus scriptus,0
109,Inside,Aluterus scriptus,0
111,Inside,Aluterus scriptus,0
113,Inside,Aluterus scriptus,0
114,Inside,Aluterus scriptus,0
116,Inside,Aluterus scriptus,0
118,Inside,Aluterus scriptus,0.048543689
120,Inside,Aluterus scriptus,0
122,Inside,Aluterus scriptus,0
125,Inside,Aluterus scriptus,0
127,Inside,Aluterus scriptus,0
129,Inside,Aluterus scriptus,0.001961554
131,Inside,Aluterus scriptus,0
133,Inside,Aluterus scriptus,0
135,Inside,Aluterus scriptus,0
137,Inside,Aluterus scriptus,0
139,Inside,Aluterus scriptus,0
141,Inside,Aluterus scriptus,0
143,Inside,Aluterus scriptus,0
145,Inside,Aluterus scriptus,0
147,Inside,Aluterus scriptus,0
2,Outside,Aluterus scriptus,0
4,Outside,Aluterus scriptus,0
9,Outside,Aluterus scriptus,0
13,Outside,Aluterus scriptus,0
15,Outside,Aluterus scriptus,0
20,Outside,Aluterus scriptus,0
23,Outside,Aluterus scriptus,0
30,Outside,Aluterus scriptus,0
35,Outside,Aluterus scriptus,0
38,Outside,Aluterus scriptus,0
41,Outside,Aluterus scriptus,0
42,Outside,Aluterus scriptus,0
51,Outside,Aluterus scriptus,0
52,Outside,Aluterus scriptus,0
55,Outside,Aluterus scriptus,0
56,Outside,Aluterus scriptus,0
64,Outside,Aluterus scriptus,0
65,Outside,Aluterus scriptus,0
66,Outside,Aluterus scriptus,0
70,Outside,Aluterus scriptus,0
74,Outside,Aluterus scriptus,0
75,Outside,Aluterus scriptus,0
79,Outside,Aluterus scriptus,0
81,Outside,Aluterus scriptus,0
84,Outside,Aluterus scriptus,0.000249732
87,Outside,Aluterus scriptus,0
91,Outside,Aluterus scriptus,0
92,Outside,Aluterus scriptus,0
95,Outside,Aluterus scriptus,0
100,Outside,Aluterus scriptus,0
102,Outside,Aluterus scriptus,0
104,Outside,Aluterus scriptus,0
106,Outside,Aluterus scriptus,0
108,Outside,Aluterus scriptus,0
110,Outside,Aluterus scriptus,0
112,Outside,Aluterus scriptus,0.001862891
115,Outside,Aluterus scriptus,0
117,Outside,Aluterus scriptus,0
119,Outside,Aluterus scriptus,0
121,Outside,Aluterus scriptus,0
123,Outside,Aluterus scriptus,0
126,Outside,Aluterus scriptus,0
128,Outside,Aluterus scriptus,0
130,Outside,Aluterus scriptus,0
132,Outside,Aluterus scriptus,0
134,Outside,Aluterus scriptus,0
136,Outside,Aluterus scriptus,0
138,Outside,Aluterus scriptus,0
140,Outside,Aluterus scriptus,0
142,Outside,Aluterus scriptus,0
144,Outside,Aluterus scriptus,0
146,Outside,Aluterus scriptus,0
148,Outside,Aluterus scriptus,0
1,Inside,Antennarius commerson,0
5,Inside,Antennarius commerson,0
8,Inside,Antennarius commerson,0
10,Inside,Antennarius commerson,0
14,Inside,Antennarius commerson,0
16,Inside,Antennarius commerson,0
17,Inside,Antennarius commerson,0
18,Inside,Antennarius commerson,0
19,Inside,Antennarius commerson,0
21,Inside,Antennarius commerson,0
22,Inside,Antennarius commerson,0
24,Inside,Antennarius commerson,0
26,Inside,Antennarius commerson,0
27,Inside,Antennarius commerson,0
28,Inside,Antennarius commerson,0
29,Inside,Antennarius commerson,0
31,Inside,Antennarius commerson,0
32,Inside,Antennarius commerson,0
33,Inside,Antennarius commerson,0
34,Inside,Antennarius commerson,0
36,Inside,Antennarius commerson,0
37,Inside,Antennarius commerson,0
39,Inside,Antennarius commerson,0
40,Inside,Antennarius commerson,0
43,Inside,Antennarius commerson,0
44,Inside,Antennarius commerson,0
45,Inside,Antennarius commerson,0
46,Inside,Antennarius commerson,0
47,Inside,Antennarius commerson,0
48,Inside,Antennarius commerson,0
49,Inside,Antennarius commerson,0
50,Inside,Antennarius commerson,0
54,Inside,Antennarius commerson,0
57,Inside,Antennarius commerson,0
59,Inside,Antennarius commerson,0
60,Inside,Antennarius commerson,0
61,Inside,Antennarius commerson,0
67,Inside,Antennarius commerson,0
68,Inside,Antennarius commerson,0
69,Inside,Antennarius commerson,0
71,Inside,Antennarius commerson,0
76,Inside,Antennarius commerson,0
77,Inside,Antennarius commerson,0
78,Inside,Antennarius commerson,0
80,Inside,Antennarius commerson,0
85,Inside,Antennarius commerson,0.000452714
86,Inside,Antennarius commerson,0
88,Inside,Antennarius commerson,0
89,Inside,Antennarius commerson,0
90,Inside,Antennarius commerson,0
93,Inside,Antennarius commerson,0
96,Inside,Antennarius commerson,0
97,Inside,Antennarius commerson,0
98,Inside,Antennarius commerson,0
99,Inside,Antennarius commerson,0
101,Inside,Antennarius commerson,0
103,Inside,Antennarius commerson,0
105,Inside,Antennarius commerson,0
107,Inside,Antennarius commerson,0
109,Inside,Antennarius commerson,0
111,Inside,Antennarius commerson,0
113,Inside,Antennarius commerson,0
114,Inside,Antennarius commerson,0
116,Inside,Antennarius commerson,0
118,Inside,Antennarius commerson,0
120,Inside,Antennarius commerson,0
122,Inside,Antennarius commerson,0
125,Inside,Antennarius commerson,0
127,Inside,Antennarius commerson,0
129,Inside,Antennarius commerson,0
131,Inside,Antennarius commerson,0
133,Inside,Antennarius commerson,0
135,Inside,Antennarius commerson,0
137,Inside,Antennarius commerson,0
139,Inside,Antennarius commerson,0
141,Inside,Antennarius commerson,0
143,Inside,Antennarius commerson,0
145,Inside,Antennarius commerson,0
147,Inside,Antennarius commerson,0
2,Outside,Antennarius commerson,0
4,Outside,Antennarius commerson,0
9,Outside,Antennarius commerson,0
13,Outside,Antennarius commerson,0
15,Outside,Antennarius commerson,0
20,Outside,Antennarius commerson,0
23,Outside,Antennarius commerson,0
30,Outside,Antennarius commerson,0
