transect,type,sample,density
23,Outside,J_Pielou-even,0.864786979
30,Outside,J_Pielou-even,0.734909123
35,Outside,J_Pielou-even,0.796386764
38,Outside,J_Pielou-even,0.824541016
41,Outside,J_Pielou-even,0.117594666
42,Outside,J_Pielou-even,0.574830182
51,Outside,J_Pielou-even,0
52,Outside,J_Pielou-even,0.861353116
55,Outside,J_Pielou-even,NA
56,Outside,J_Pielou-even,NA
64,Outside,J_Pielou-even,0.86991553
65,Outside,J_Pielou-even,0.9697239
66,Outside,J_Pielou-even,0.918295834
70,Outside,J_Pielou-even,1
74,Outside,J_Pielou-even,NA
75,Outside,J_Pielou-even,0.94639463
79,Outside,J_Pielou-even,0
81,Outside,J_Pielou-even,0
84,Outside,J_Pielou-even,0.681294443
87,Outside,J_Pielou-even,1
91,Outside,J_Pielou-even,0.984858662
92,Outside,J_Pielou-even,0.960964047
95,Outside,J_Pielou-even,0.845248506
100,Outside,J_Pielou-even,NA
102,Outside,J_Pielou-even,0.695868872
104,Outside,J_Pielou-even,0.920619836
106,Outside,J_Pielou-even,0.90844969
108,Outside,J_Pielou-even,1
110,Outside,J_Pielou-even,0.898244402
112,Outside,J_Pielou-even,0.88061846
115,Outside,J_Pielou-even,0.846004291
117,Outside,J_Pielou-even,0.766893744
119,Outside,J_Pielou-even,0.62979728
121,Outside,J_Pielou-even,1
123,Outside,J_Pielou-even,0.960229718
126,Outside,J_Pielou-even,1
128,Outside,J_Pielou-even,0.785792971
130,Outside,J_Pielou-even,0.946265187
132,Outside,J_Pielou-even,0.959900932
134,Outside,J_Pielou-even,NA
136,Outside,J_Pielou-even,0.960964047
138,Outside,J_Pielou-even,0.801559024
140,Outside,J_Pielou-even,0.688346195
142,Outside,J_Pielou-even,0.35563114
144,Outside,J_Pielou-even,0.864973521
146,Outside,J_Pielou-even,1
148,Outside,J_Pielou-even,0.918295834
1,Inside,S_sperich,3
5,Inside,S_sperich,18
8,Inside,S_sperich,8
10,Inside,S_sperich,9
14,Inside,S_sperich,10
16,Inside,S_sperich,19
17,Inside,S_sperich,6
18,Inside,S_sperich,11
19,Inside,S_sperich,12
21,Inside,S_sperich,7
22,Inside,S_sperich,6
24,Inside,S_sperich,6
26,Inside,S_sperich,8
27,Inside,S_sperich,7
28,Inside,S_sperich,5
29,Inside,S_sperich,17
31,Inside,S_sperich,14
32,Inside,S_sperich,7
33,Inside,S_sperich,11
34,Inside,S_sperich,15
36,Inside,S_sperich,24
37,Inside,S_sperich,24
39,Inside,S_sperich,3
40,Inside,S_sperich,3
43,Inside,S_sperich,7
44,Inside,S_sperich,11
45,Inside,S_sperich,4
46,Inside,S_sperich,2
47,Inside,S_sperich,1
48,Inside,S_sperich,10
49,Inside,S_sperich,8
50,Inside,S_sperich,3
54,Inside,S_sperich,8
57,Inside,S_sperich,6
59,Inside,S_sperich,5
60,Inside,S_sperich,20
61,Inside,S_sperich,27
67,Inside,S_sperich,6
68,Inside,S_sperich,3
69,Inside,S_sperich,7
71,Inside,S_sperich,9
76,Inside,S_sperich,3
77,Inside,S_sperich,3
78,Inside,S_sperich,2
80,Inside,S_sperich,7
85,Inside,S_sperich,20
86,Inside,S_sperich,13
88,Inside,S_sperich,7
89,Inside,S_sperich,8
90,Inside,S_sperich,12
93,Inside,S_sperich,14
96,Inside,S_sperich,19
97,Inside,S_sperich,47
98,Inside,S_sperich,43
99,Inside,S_sperich,27
101,Inside,S_sperich,18
103,Inside,S_sperich,5
105,Inside,S_sperich,8
107,Inside,S_sperich,18
109,Inside,S_sperich,14
111,Inside,S_sperich,11
113,Inside,S_sperich,8
114,Inside,S_sperich,21
116,Inside,S_sperich,6
118,Inside,S_sperich,19
120,Inside,S_sperich,14
122,Inside,S_sperich,18
125,Inside,S_sperich,20
127,Inside,S_sperich,12
129,Inside,S_sperich,14
131,Inside,S_sperich,5
133,Inside,S_sperich,6
135,Inside,S_sperich,26
137,Inside,S_sperich,8
139,Inside,S_sperich,22
141,Inside,S_sperich,6
143,Inside,S_sperich,4
145,Inside,S_sperich,7
147,Inside,S_sperich,6
2,Outside,S_sperich,2
4,Outside,S_sperich,7
9,Outside,S_sperich,7
13,Outside,S_sperich,2
15,Outside,S_sperich,8
20,Outside,S_sperich,9
23,Outside,S_sperich,4
30,Outside,S_sperich,15
35,Outside,S_sperich,13
38,Outside,S_sperich,6
41,Outside,S_sperich,2
42,Outside,S_sperich,4
51,Outside,S_sperich,0
52,Outside,S_sperich,5
55,Outside,S_sperich,1
56,Outside,S_sperich,1
64,Outside,S_sperich,3
65,Outside,S_sperich,5
66,Outside,S_sperich,2
70,Outside,S_sperich,2
74,Outside,S_sperich,1
75,Outside,S_sperich,3
79,Outside,S_sperich,0
81,Outside,S_sperich,0
84,Outside,S_sperich,18
87,Outside,S_sperich,4
91,Outside,S_sperich,9
92,Outside,S_sperich,4
95,Outside,S_sperich,9
100,Outside,S_sperich,1
102,Outside,S_sperich,6
104,Outside,S_sperich,3
106,Outside,S_sperich,7
108,Outside,S_sperich,2
110,Outside,S_sperich,6
112,Outside,S_sperich,11
115,Outside,S_sperich,9
117,Outside,S_sperich,5
119,Outside,S_sperich,7
121,Outside,S_sperich,3
123,Outside,S_sperich,3
126,Outside,S_sperich,4
128,Outside,S_sperich,9
130,Outside,S_sperich,5
132,Outside,S_sperich,10
134,Outside,S_sperich,1
136,Outside,S_sperich,4
138,Outside,S_sperich,9
140,Outside,S_sperich,9
142,Outside,S_sperich,5
144,Outside,S_sperich,3
146,Outside,S_sperich,2
148,Outside,S_sperich,2
1,Inside,simp,0.524005487
5,Inside,simp,0.842026667
8,Inside,simp,0.6144
10,Inside,simp,0.767595519
14,Inside,simp,0.81391201
16,Inside,simp,0.819489796
17,Inside,simp,0.342653183
18,Inside,simp,0.63252071
19,Inside,simp,0.634130304
21,Inside,simp,0.721261053
22,Inside,simp,0.635500365
24,Inside,simp,0.690104167
26,Inside,simp,0.7648
27,Inside,simp,0.547022684
28,Inside,simp,0.620498615
29,Inside,simp,0.720861948
31,Inside,simp,0.803848166
32,Inside,simp,0.591695502
33,Inside,simp,0.841119919
34,Inside,simp,0.747221172
36,Inside,simp,0.608414396
37,Inside,simp,0.6472
39,Inside,simp,0.108979592
40,Inside,simp,0.111226317
43,Inside,simp,0.510367347
44,Inside,simp,0.643041322
45,Inside,simp,0.72
46,Inside,simp,0.48
47,Inside,simp,0
48,Inside,simp,0.836762689
49,Inside,simp,0.815902832
50,Inside,simp,0.448979592
54,Inside,simp,0.716633794
57,Inside,simp,0.109801605
59,Inside,simp,0.567901235
60,Inside,simp,0.866119385
61,Inside,simp,0.881665449
67,Inside,simp,0.749311295
68,Inside,simp,0.666666667
69,Inside,simp,0.791666667
71,Inside,simp,0.457193817
76,Inside,simp,0.64
77,Inside,simp,0.571428571
78,Inside,simp,0.5
80,Inside,simp,0.84375
85,Inside,simp,0.873535156
86,Inside,simp,0.894375857
88,Inside,simp,0.833333333
89,Inside,simp,0.65625
90,Inside,simp,0.766111111
93,Inside,simp,0.847442282
96,Inside,simp,0.805547462
97,Inside,simp,0.91748316
98,Inside,simp,0.937965662
99,Inside,simp,0.89248165
101,Inside,simp,0.850032991
103,Inside,simp,0.654320988
105,Inside,simp,0.597222222
107,Inside,simp,0.866649934
109,Inside,simp,0.7709375
111,Inside,simp,0.757544225
113,Inside,simp,0.819444444
114,Inside,simp,0.911157025
116,Inside,simp,0.479166667
118,Inside,simp,0.456243377
120,Inside,simp,0.436549929
122,Inside,simp,0.833659665
125,Inside,simp,0.837574316
127,Inside,simp,0.8290625
129,Inside,simp,0.857277883
131,Inside,simp,0.744897959
133,Inside,simp,0.737777778
135,Inside,simp,0.700081681
137,Inside,simp,0.70523416
139,Inside,simp,0.718576372
141,Inside,simp,0.404002163
143,Inside,simp,0.648888889
145,Inside,simp,0.711111111
147,Inside,simp,0.814814815
2,Outside,simp,0.444444444
4,Outside,simp,0.766460629
9,Outside,simp,0.768175583
13,Outside,simp,0.32
15,Outside,simp,0.77843524
20,Outside,simp,0.719988387
23,Outside,simp,0.652777778
30,Outside,simp,0.815249703
35,Outside,simp,0.843271541
38,Outside,simp,0.737240076
41,Outside,simp,0.031242126
42,Outside,simp,0.426035503
51,Outside,simp,1
52,Outside,simp,0.715277778
55,Outside,simp,0
56,Outside,simp,0
64,Outside,simp,0.571428571
65,Outside,simp,0.777777778
66,Outside,simp,0.444444444
70,Outside,simp,0.5
74,Outside,simp,0
75,Outside,simp,0.625
79,Outside,simp,1
81,Outside,simp,1
84,Outside,simp,0.784628958
87,Outside,simp,0.75
91,Outside,simp,0.88
92,Outside,simp,0.72
95,Outside,simp,0.797520661
100,Outside,simp,0
102,Outside,simp,0.578125
104,Outside,simp,0.611111111
106,Outside,simp,0.79338843
108,Outside,simp,0.5
110,Outside,simp,0.76
112,Outside,simp,0.84
115,Outside,simp,0.795610425
117,Outside,simp,0.611111111
119,Outside,simp,0.547337278
121,Outside,simp,0.666666667
123,Outside,simp,0.64
126,Outside,simp,0.75
128,Outside,simp,0.737244898
130,Outside,simp,0.765432099
132,Outside,simp,0.875
134,Outside,simp,0
136,Outside,simp,0.72
138,Outside,simp,0.749219563
140,Outside,simp,0.644132653
142,Outside,simp,0.259412305
144,Outside,simp,0.56
146,Outside,simp,0.5
148,Outside,simp,0.444444444
