transect,type,sample,density
2,Outside,Apogon,0
4,Outside,Apogon,0
9,Outside,Apogon,0
13,Outside,Apogon,0
15,Outside,Apogon,0
20,Outside,Apogon,0
23,Outside,Apogon,0
30,Outside,Apogon,0
35,Outside,Apogon,0
38,Outside,Apogon,0
41,Outside,Apogon,0
42,Outside,Apogon,0
51,Outside,Apogon,0
52,Outside,Apogon,0
55,Outside,Apogon,0
56,Outside,Apogon,0
64,Outside,Apogon,0
65,Outside,Apogon,0
66,Outside,Apogon,0
70,Outside,Apogon,0
73,Outside,Apogon,0
74,Outside,Apogon,0
75,Outside,Apogon,0
79,Outside,Apogon,0
81,Outside,Apogon,0
84,Outside,Apogon,0
87,Outside,Apogon,0
91,Outside,Apogon,0
92,Outside,Apogon,0
95,Outside,Apogon,0
100,Outside,Apogon,0
102,Outside,Apogon,0
104,Outside,Apogon,0
106,Outside,Apogon,0
108,Outside,Apogon,0
110,Outside,Apogon,0
112,Outside,Apogon,0
115,Outside,Apogon,0
117,Outside,Apogon,0
119,Outside,Apogon,0
121,Outside,Apogon,0
123,Outside,Apogon,0
126,Outside,Apogon,0
128,Outside,Apogon,0
130,Outside,Apogon,0
132,Outside,Apogon,0
134,Outside,Apogon,0
136,Outside,Apogon,0
138,Outside,Apogon,0
140,Outside,Apogon,0
142,Outside,Apogon,0
144,Outside,Apogon,0
146,Outside,Apogon,0
148,Outside,Apogon,0
1,Inside,Atherinomorus,0
5,Inside,Atherinomorus,0.029263102
8,Inside,Atherinomorus,0.053821313
10,Inside,Atherinomorus,0
14,Inside,Atherinomorus,0.019897669
16,Inside,Atherinomorus,0.056730273
17,Inside,Atherinomorus,0.170454545
18,Inside,Atherinomorus,0.07521059
19,Inside,Atherinomorus,0
21,Inside,Atherinomorus,0.070116861
22,Inside,Atherinomorus,0.032632342
24,Inside,Atherinomorus,0.004593477
26,Inside,Atherinomorus,0.007936508
27,Inside,Atherinomorus,0.006613757
28,Inside,Atherinomorus,0.006151953
29,Inside,Atherinomorus,0
31,Inside,Atherinomorus,0.010799136
32,Inside,Atherinomorus,0.01303781
33,Inside,Atherinomorus,0
34,Inside,Atherinomorus,0.009673519
36,Inside,Atherinomorus,1.020242915
37,Inside,Atherinomorus,0.074990626
39,Inside,Atherinomorus,0
40,Inside,Atherinomorus,0.271480549
43,Inside,Atherinomorus,0.048361096
44,Inside,Atherinomorus,0.045924225
45,Inside,Atherinomorus,0.002570694
46,Inside,Atherinomorus,0.011163829
47,Inside,Atherinomorus,0.005830904
48,Inside,Atherinomorus,0
49,Inside,Atherinomorus,0
50,Inside,Atherinomorus,0
54,Inside,Atherinomorus,0
57,Inside,Atherinomorus,0.617577197
59,Inside,Atherinomorus,0.055628272
60,Inside,Atherinomorus,0.089613035
61,Inside,Atherinomorus,0.064289889
67,Inside,Atherinomorus,0.034602076
68,Inside,Atherinomorus,0
69,Inside,Atherinomorus,0
71,Inside,Atherinomorus,0.023931624
72,Inside,Atherinomorus,0
76,Inside,Atherinomorus,0.002896032
77,Inside,Atherinomorus,0
78,Inside,Atherinomorus,0.006035003
80,Inside,Atherinomorus,0
85,Inside,Atherinomorus,0
86,Inside,Atherinomorus,0
88,Inside,Atherinomorus,0
89,Inside,Atherinomorus,0
90,Inside,Atherinomorus,0
93,Inside,Atherinomorus,0
96,Inside,Atherinomorus,0
97,Inside,Atherinomorus,0.001998135
98,Inside,Atherinomorus,0
99,Inside,Atherinomorus,0
101,Inside,Atherinomorus,0
103,Inside,Atherinomorus,0
105,Inside,Atherinomorus,0
107,Inside,Atherinomorus,0
109,Inside,Atherinomorus,0
111,Inside,Atherinomorus,0
113,Inside,Atherinomorus,0
114,Inside,Atherinomorus,0
116,Inside,Atherinomorus,0
118,Inside,Atherinomorus,0.004045307
120,Inside,Atherinomorus,0.063410052
122,Inside,Atherinomorus,0.11198946
125,Inside,Atherinomorus,0.01396648
127,Inside,Atherinomorus,0.031397174
129,Inside,Atherinomorus,0
131,Inside,Atherinomorus,0
133,Inside,Atherinomorus,0
135,Inside,Atherinomorus,0
137,Inside,Atherinomorus,0
139,Inside,Atherinomorus,0
141,Inside,Atherinomorus,0.186460126
143,Inside,Atherinomorus,0
145,Inside,Atherinomorus,0
147,Inside,Atherinomorus,0
2,Outside,Atherinomorus,0
4,Outside,Atherinomorus,0
9,Outside,Atherinomorus,0
13,Outside,Atherinomorus,0
15,Outside,Atherinomorus,0.037082818
20,Outside,Atherinomorus,0
23,Outside,Atherinomorus,0
30,Outside,Atherinomorus,0
35,Outside,Atherinomorus,0
38,Outside,Atherinomorus,0
41,Outside,Atherinomorus,0.173329606
42,Outside,Atherinomorus,0.003043214
51,Outside,Atherinomorus,0
52,Outside,Atherinomorus,0
55,Outside,Atherinomorus,0
56,Outside,Atherinomorus,0
64,Outside,Atherinomorus,0
65,Outside,Atherinomorus,0
66,Outside,Atherinomorus,0.007017544
70,Outside,Atherinomorus,0
73,Outside,Atherinomorus,0
74,Outside,Atherinomorus,0
75,Outside,Atherinomorus,0.003653635
79,Outside,Atherinomorus,0
81,Outside,Atherinomorus,0
84,Outside,Atherinomorus,0
87,Outside,Atherinomorus,0
91,Outside,Atherinomorus,0
92,Outside,Atherinomorus,0
95,Outside,Atherinomorus,0
100,Outside,Atherinomorus,0
102,Outside,Atherinomorus,0
104,Outside,Atherinomorus,0
106,Outside,Atherinomorus,0
108,Outside,Atherinomorus,0
110,Outside,Atherinomorus,0
112,Outside,Atherinomorus,0
115,Outside,Atherinomorus,0
117,Outside,Atherinomorus,0
119,Outside,Atherinomorus,0.00373413
121,Outside,Atherinomorus,0
123,Outside,Atherinomorus,0.009677419
126,Outside,Atherinomorus,0.002750275
128,Outside,Atherinomorus,0.034156595
130,Outside,Atherinomorus,0
132,Outside,Atherinomorus,0
134,Outside,Atherinomorus,0
136,Outside,Atherinomorus,0
138,Outside,Atherinomorus,0
140,Outside,Atherinomorus,0.008049909
142,Outside,Atherinomorus,0.27798278
144,Outside,Atherinomorus,0
146,Outside,Atherinomorus,0
148,Outside,Atherinomorus,0
1,Inside,Barathronus,0
5,Inside,Barathronus,0
