transect,type,sample,density
90,Inside,Antennariidae,0
91,Outside,Antennariidae,0
92,Outside,Antennariidae,0
93,Inside,Antennariidae,0
95,Outside,Antennariidae,0
96,Inside,Antennariidae,0.000626547
97,Inside,Antennariidae,0.000666045
98,Inside,Antennariidae,0.000371237
99,Inside,Antennariidae,0
100,Outside,Antennariidae,0
101,Inside,Antennariidae,0
102,Outside,Antennariidae,0
103,Inside,Antennariidae,0
104,Outside,Antennariidae,0
105,Inside,Antennariidae,0
106,Outside,Antennariidae,0
107,Inside,Antennariidae,0
108,Outside,Antennariidae,0
109,Inside,Antennariidae,0
110,Outside,Antennariidae,0
111,Inside,Antennariidae,0
112,Outside,Antennariidae,0
113,Inside,Antennariidae,0
114,Inside,Antennariidae,0
115,Outside,Antennariidae,0
116,Inside,Antennariidae,0
117,Outside,Antennariidae,0
118,Inside,Antennariidae,0
119,Outside,Antennariidae,0
120,Inside,Antennariidae,0
121,Outside,Antennariidae,0
122,Inside,Antennariidae,0
123,Outside,Antennariidae,0
125,Inside,Antennariidae,0
126,Outside,Antennariidae,0
127,Inside,Antennariidae,0
128,Outside,Antennariidae,0
129,Inside,Antennariidae,0
130,Outside,Antennariidae,0
131,Inside,Antennariidae,0
132,Outside,Antennariidae,0
133,Inside,Antennariidae,0
134,Outside,Antennariidae,0
135,Inside,Antennariidae,0
136,Outside,Antennariidae,0
137,Inside,Antennariidae,0
138,Outside,Antennariidae,0
139,Inside,Antennariidae,0.004588208
140,Outside,Antennariidae,0
141,Inside,Antennariidae,0
142,Outside,Antennariidae,0
143,Inside,Antennariidae,0
144,Outside,Antennariidae,0
145,Inside,Antennariidae,0
146,Outside,Antennariidae,0
147,Inside,Antennariidae,0
148,Outside,Antennariidae,0
1,Inside,Aphyonidae,0
2,Outside,Aphyonidae,0
4,Outside,Aphyonidae,0
5,Inside,Aphyonidae,0
8,Inside,Aphyonidae,0
9,Outside,Aphyonidae,0
10,Inside,Aphyonidae,0
13,Outside,Aphyonidae,0
14,Inside,Aphyonidae,0
15,Outside,Aphyonidae,0
16,Inside,Aphyonidae,0
17,Inside,Aphyonidae,0
18,Inside,Aphyonidae,0
19,Inside,Aphyonidae,0
20,Outside,Aphyonidae,0
21,Inside,Aphyonidae,0
22,Inside,Aphyonidae,0
23,Outside,Aphyonidae,0
24,Inside,Aphyonidae,0
26,Inside,Aphyonidae,0
27,Inside,Aphyonidae,0
28,Inside,Aphyonidae,0
29,Inside,Aphyonidae,0
30,Outside,Aphyonidae,0
31,Inside,Aphyonidae,0
32,Inside,Aphyonidae,0
33,Inside,Aphyonidae,0
34,Inside,Aphyonidae,0
35,Outside,Aphyonidae,0
36,Inside,Aphyonidae,0
37,Inside,Aphyonidae,0
38,Outside,Aphyonidae,0
39,Inside,Aphyonidae,0
40,Inside,Aphyonidae,0
41,Outside,Aphyonidae,0
42,Outside,Aphyonidae,0
43,Inside,Aphyonidae,0
44,Inside,Aphyonidae,0
45,Inside,Aphyonidae,0
46,Inside,Aphyonidae,0
47,Inside,Aphyonidae,0
48,Inside,Aphyonidae,0
49,Inside,Aphyonidae,0
50,Inside,Aphyonidae,0
51,Outside,Aphyonidae,0
52,Outside,Aphyonidae,0
54,Inside,Aphyonidae,0
55,Outside,Aphyonidae,0
56,Outside,Aphyonidae,0
57,Inside,Aphyonidae,0
59,Inside,Aphyonidae,0
60,Inside,Aphyonidae,0
61,Inside,Aphyonidae,0
64,Outside,Aphyonidae,0
65,Outside,Aphyonidae,0
66,Outside,Aphyonidae,0
67,Inside,Aphyonidae,0
68,Inside,Aphyonidae,0
69,Inside,Aphyonidae,0
70,Outside,Aphyonidae,0
71,Inside,Aphyonidae,0
72,Inside,Aphyonidae,0
73,Outside,Aphyonidae,0
74,Outside,Aphyonidae,0
75,Outside,Aphyonidae,0
76,Inside,Aphyonidae,0
77,Inside,Aphyonidae,0
78,Inside,Aphyonidae,0
79,Outside,Aphyonidae,0
80,Inside,Aphyonidae,0
81,Outside,Aphyonidae,0
84,Outside,Aphyonidae,0
85,Inside,Aphyonidae,0
86,Inside,Aphyonidae,0
87,Outside,Aphyonidae,0
88,Inside,Aphyonidae,0
89,Inside,Aphyonidae,0
90,Inside,Aphyonidae,0
91,Outside,Aphyonidae,0
92,Outside,Aphyonidae,0
93,Inside,Aphyonidae,0
95,Outside,Aphyonidae,0
96,Inside,Aphyonidae,0
97,Inside,Aphyonidae,0
98,Inside,Aphyonidae,0.000371237
99,Inside,Aphyonidae,0
100,Outside,Aphyonidae,0
101,Inside,Aphyonidae,0
102,Outside,Aphyonidae,0
103,Inside,Aphyonidae,0
104,Outside,Aphyonidae,0
105,Inside,Aphyonidae,0
106,Outside,Aphyonidae,0
107,Inside,Aphyonidae,0
108,Outside,Aphyonidae,0
109,Inside,Aphyonidae,0
110,Outside,Aphyonidae,0
111,Inside,Aphyonidae,0
112,Outside,Aphyonidae,0
113,Inside,Aphyonidae,0
114,Inside,Aphyonidae,0
115,Outside,Aphyonidae,0
116,Inside,Aphyonidae,0
117,Outside,Aphyonidae,0
118,Inside,Aphyonidae,0
119,Outside,Aphyonidae,0
120,Inside,Aphyonidae,0
121,Outside,Aphyonidae,0
122,Inside,Aphyonidae,0
123,Outside,Aphyonidae,0
125,Inside,Aphyonidae,0
126,Outside,Aphyonidae,0
127,Inside,Aphyonidae,0
128,Outside,Aphyonidae,0
129,Inside,Aphyonidae,0
130,Outside,Aphyonidae,0
131,Inside,Aphyonidae,0
132,Outside,Aphyonidae,0
133,Inside,Aphyonidae,0
134,Outside,Aphyonidae,0
135,Inside,Aphyonidae,0
136,Outside,Aphyonidae,0
137,Inside,Aphyonidae,0
138,Outside,Aphyonidae,0
139,Inside,Aphyonidae,0
140,Outside,Aphyonidae,0
141,Inside,Aphyonidae,0
142,Outside,Aphyonidae,0
143,Inside,Aphyonidae,0
144,Outside,Aphyonidae,0
145,Inside,Aphyonidae,0
146,Outside,Aphyonidae,0
147,Inside,Aphyonidae,0
148,Outside,Aphyonidae,0
1,Inside,Apogonidae,0
2,Outside,Apogonidae,0
4,Outside,Apogonidae,0
5,Inside,Apogonidae,0.002660282
8,Inside,Apogonidae,0
9,Outside,Apogonidae,0
10,Inside,Apogonidae,0
13,Outside,Apogonidae,0
14,Inside,Apogonidae,0
15,Outside,Apogonidae,0
16,Inside,Apogonidae,0
17,Inside,Apogonidae,0
18,Inside,Apogonidae,0
19,Inside,Apogonidae,0
20,Outside,Apogonidae,0
21,Inside,Apogonidae,0
22,Inside,Apogonidae,0
23,Outside,Apogonidae,0
24,Inside,Apogonidae,0
26,Inside,Apogonidae,0
27,Inside,Apogonidae,0
28,Inside,Apogonidae,0
29,Inside,Apogonidae,0
30,Outside,Apogonidae,0
31,Inside,Apogonidae,0
32,Inside,Apogonidae,0
33,Inside,Apogonidae,0
34,Inside,Apogonidae,0
35,Outside,Apogonidae,0
36,Inside,Apogonidae,0
37,Inside,Apogonidae,0
38,Outside,Apogonidae,0
39,Inside,Apogonidae,0
40,Inside,Apogonidae,0
41,Outside,Apogonidae,0
42,Outside,Apogonidae,0
43,Inside,Apogonidae,0
44,Inside,Apogonidae,0
45,Inside,Apogonidae,0
46,Inside,Apogonidae,0
47,Inside,Apogonidae,0
48,Inside,Apogonidae,0
49,Inside,Apogonidae,0
50,Inside,Apogonidae,0
51,Outside,Apogonidae,0
52,Outside,Apogonidae,0
54,Inside,Apogonidae,0
55,Outside,Apogonidae,0
56,Outside,Apogonidae,0
57,Inside,Apogonidae,0.003393281
59,Inside,Apogonidae,0
60,Inside,Apogonidae,0.028513238
61,Inside,Apogonidae,0
64,Outside,Apogonidae,0
65,Outside,Apogonidae,0
66,Outside,Apogonidae,0
67,Inside,Apogonidae,0
68,Inside,Apogonidae,0
69,Inside,Apogonidae,0
70,Outside,Apogonidae,0
71,Inside,Apogonidae,0.003418803
72,Inside,Apogonidae,0
73,Outside,Apogonidae,0
74,Outside,Apogonidae,0
75,Outside,Apogonidae,0
76,Inside,Apogonidae,0
77,Inside,Apogonidae,0
78,Inside,Apogonidae,0
79,Outside,Apogonidae,0
80,Inside,Apogonidae,0
81,Outside,Apogonidae,0
84,Outside,Apogonidae,0
85,Inside,Apogonidae,0
86,Inside,Apogonidae,0
87,Outside,Apogonidae,0
88,Inside,Apogonidae,0
89,Inside,Apogonidae,0
90,Inside,Apogonidae,0
91,Outside,Apogonidae,0
92,Outside,Apogonidae,0
93,Inside,Apogonidae,0
95,Outside,Apogonidae,0
96,Inside,Apogonidae,0
97,Inside,Apogonidae,0
98,Inside,Apogonidae,0
99,Inside,Apogonidae,0
100,Outside,Apogonidae,0
101,Inside,Apogonidae,0
102,Outside,Apogonidae,0
103,Inside,Apogonidae,0
104,Outside,Apogonidae,0
105,Inside,Apogonidae,0
106,Outside,Apogonidae,0
107,Inside,Apogonidae,0
108,Outside,Apogonidae,0
109,Inside,Apogonidae,0
110,Outside,Apogonidae,0
111,Inside,Apogonidae,0
112,Outside,Apogonidae,0
113,Inside,Apogonidae,0
114,Inside,Apogonidae,0
115,Outside,Apogonidae,0
116,Inside,Apogonidae,0
117,Outside,Apogonidae,0
118,Inside,Apogonidae,0
119,Outside,Apogonidae,0
120,Inside,Apogonidae,0
121,Outside,Apogonidae,0
122,Inside,Apogonidae,0
123,Outside,Apogonidae,0
125,Inside,Apogonidae,0
126,Outside,Apogonidae,0
127,Inside,Apogonidae,0
128,Outside,Apogonidae,0
129,Inside,Apogonidae,0
130,Outside,Apogonidae,0
131,Inside,Apogonidae,0
132,Outside,Apogonidae,0
133,Inside,Apogonidae,0
134,Outside,Apogonidae,0
135,Inside,Apogonidae,0
136,Outside,Apogonidae,0
137,Inside,Apogonidae,0
138,Outside,Apogonidae,0
139,Inside,Apogonidae,0
140,Outside,Apogonidae,0
141,Inside,Apogonidae,0
142,Outside,Apogonidae,0
143,Inside,Apogonidae,0
144,Outside,Apogonidae,0
145,Inside,Apogonidae,0
146,Outside,Apogonidae,0
147,Inside,Apogonidae,0
148,Outside,Apogonidae,0
1,Inside,Atherinidae,0
2,Outside,Atherinidae,0
4,Outside,Atherinidae,0
5,Inside,Atherinidae,0.029263102
8,Inside,Atherinidae,0.053821313
9,Outside,Atherinidae,0
10,Inside,Atherinidae,0
13,Outside,Atherinidae,0
14,Inside,Atherinidae,0.019897669
15,Outside,Atherinidae,0.037082818
16,Inside,Atherinidae,0.056730273
17,Inside,Atherinidae,0.170454545
18,Inside,Atherinidae,0.07521059
19,Inside,Atherinidae,0
20,Outside,Atherinidae,0
21,Inside,Atherinidae,0.070116861
22,Inside,Atherinidae,0.032632342
23,Outside,Atherinidae,0
24,Inside,Atherinidae,0.004593477
26,Inside,Atherinidae,0.007936508
27,Inside,Atherinidae,0.006613757
28,Inside,Atherinidae,0.006151953
29,Inside,Atherinidae,0
30,Outside,Atherinidae,0
31,Inside,Atherinidae,0.010799136
32,Inside,Atherinidae,0.01303781
33,Inside,Atherinidae,0
34,Inside,Atherinidae,0.009673519
35,Outside,Atherinidae,0
36,Inside,Atherinidae,1.020242915
37,Inside,Atherinidae,0.074990626
38,Outside,Atherinidae,0
39,Inside,Atherinidae,0
40,Inside,Atherinidae,0.271480549
41,Outside,Atherinidae,0.173329606
42,Outside,Atherinidae,0.003043214
43,Inside,Atherinidae,0.048361096
44,Inside,Atherinidae,0.045924225
45,Inside,Atherinidae,0.002570694
46,Inside,Atherinidae,0.011163829
47,Inside,Atherinidae,0.005830904
48,Inside,Atherinidae,0
49,Inside,Atherinidae,0
50,Inside,Atherinidae,0
51,Outside,Atherinidae,0
52,Outside,Atherinidae,0
54,Inside,Atherinidae,0
55,Outside,Atherinidae,0
56,Outside,Atherinidae,0
57,Inside,Atherinidae,0.617577197
59,Inside,Atherinidae,0.055628272
60,Inside,Atherinidae,0.089613035
61,Inside,Atherinidae,0.064289889
64,Outside,Atherinidae,0
65,Outside,Atherinidae,0
66,Outside,Atherinidae,0.007017544
67,Inside,Atherinidae,0.034602076
68,Inside,Atherinidae,0
69,Inside,Atherinidae,0
70,Outside,Atherinidae,0
71,Inside,Atherinidae,0.023931624
72,Inside,Atherinidae,0
73,Outside,Atherinidae,0
74,Outside,Atherinidae,0
75,Outside,Atherinidae,0.003653635
76,Inside,Atherinidae,0.002896032
77,Inside,Atherinidae,0
78,Inside,Atherinidae,0.006035003
79,Outside,Atherinidae,0
80,Inside,Atherinidae,0
81,Outside,Atherinidae,0
84,Outside,Atherinidae,0
85,Inside,Atherinidae,0
86,Inside,Atherinidae,0
87,Outside,Atherinidae,0
88,Inside,Atherinidae,0
89,Inside,Atherinidae,0
90,Inside,Atherinidae,0
91,Outside,Atherinidae,0
92,Outside,Atherinidae,0
93,Inside,Atherinidae,0
95,Outside,Atherinidae,0
96,Inside,Atherinidae,0
97,Inside,Atherinidae,0.001998135
98,Inside,Atherinidae,0
99,Inside,Atherinidae,0
100,Outside,Atherinidae,0
101,Inside,Atherinidae,0
102,Outside,Atherinidae,0
103,Inside,Atherinidae,0
104,Outside,Atherinidae,0
105,Inside,Atherinidae,0
106,Outside,Atherinidae,0
107,Inside,Atherinidae,0
108,Outside,Atherinidae,0
109,Inside,Atherinidae,0
110,Outside,Atherinidae,0
111,Inside,Atherinidae,0
112,Outside,Atherinidae,0
113,Inside,Atherinidae,0
114,Inside,Atherinidae,0
115,Outside,Atherinidae,0
116,Inside,Atherinidae,0
117,Outside,Atherinidae,0
118,Inside,Atherinidae,0.004045307
119,Outside,Atherinidae,0.00373413
120,Inside,Atherinidae,0.063410052
121,Outside,Atherinidae,0
122,Inside,Atherinidae,0.11198946
123,Outside,Atherinidae,0.009677419
125,Inside,Atherinidae,0.01396648
126,Outside,Atherinidae,0.002750275
127,Inside,Atherinidae,0.031397174
128,Outside,Atherinidae,0.034156595
129,Inside,Atherinidae,0
130,Outside,Atherinidae,0
131,Inside,Atherinidae,0
132,Outside,Atherinidae,0
133,Inside,Atherinidae,0
134,Outside,Atherinidae,0
135,Inside,Atherinidae,0
136,Outside,Atherinidae,0
137,Inside,Atherinidae,0
138,Outside,Atherinidae,0
139,Inside,Atherinidae,0
140,Outside,Atherinidae,0.008049909
141,Inside,Atherinidae,0.186460126
142,Outside,Atherinidae,0.27798278
143,Inside,Atherinidae,0
144,Outside,Atherinidae,0
145,Inside,Atherinidae,0
146,Outside,Atherinidae,0
147,Inside,Atherinidae,0
148,Outside,Atherinidae,0
1,Inside,Balistidae,0
2,Outside,Balistidae,0
4,Outside,Balistidae,0
5,Inside,Balistidae,0.010641128
8,Inside,Balistidae,0
9,Outside,Balistidae,0
10,Inside,Balistidae,0
13,Outside,Balistidae,0
14,Inside,Balistidae,0
15,Outside,Balistidae,0
16,Inside,Balistidae,0
17,Inside,Balistidae,0
18,Inside,Balistidae,0
19,Inside,Balistidae,0
20,Outside,Balistidae,0
21,Inside,Balistidae,0
22,Inside,Balistidae,0
23,Outside,Balistidae,0
24,Inside,Balistidae,0
26,Inside,Balistidae,0
27,Inside,Balistidae,0
28,Inside,Balistidae,0
29,Inside,Balistidae,0.002476474
30,Outside,Balistidae,0
31,Inside,Balistidae,0.002699784
32,Inside,Balistidae,0
33,Inside,Balistidae,0
34,Inside,Balistidae,0
35,Outside,Balistidae,0
36,Inside,Balistidae,0
37,Inside,Balistidae,0.018747657
38,Outside,Balistidae,0
39,Inside,Balistidae,0
40,Inside,Balistidae,0
41,Outside,Balistidae,0
42,Outside,Balistidae,0
43,Inside,Balistidae,0
44,Inside,Balistidae,0.017221584
45,Inside,Balistidae,0
46,Inside,Balistidae,0
47,Inside,Balistidae,0
48,Inside,Balistidae,0
49,Inside,Balistidae,0
50,Inside,Balistidae,0
51,Outside,Balistidae,0
52,Outside,Balistidae,0
54,Inside,Balistidae,0
55,Outside,Balistidae,0
56,Outside,Balistidae,0
57,Inside,Balistidae,0
59,Inside,Balistidae,0
60,Inside,Balistidae,0.020366599
61,Inside,Balistidae,0.011689071
64,Outside,Balistidae,0
65,Outside,Balistidae,0
66,Outside,Balistidae,0
67,Inside,Balistidae,0
68,Inside,Balistidae,0
69,Inside,Balistidae,0
70,Outside,Balistidae,0
71,Inside,Balistidae,0
72,Inside,Balistidae,0
73,Outside,Balistidae,0
74,Outside,Balistidae,0
75,Outside,Balistidae,0
76,Inside,Balistidae,0
77,Inside,Balistidae,0
78,Inside,Balistidae,0
79,Outside,Balistidae,0
80,Inside,Balistidae,0
81,Outside,Balistidae,0
84,Outside,Balistidae,0
85,Inside,Balistidae,0.004074426
86,Inside,Balistidae,0
87,Outside,Balistidae,0
88,Inside,Balistidae,0.0007373
89,Inside,Balistidae,0
90,Inside,Balistidae,0.002646603
91,Outside,Balistidae,0
92,Outside,Balistidae,0
93,Inside,Balistidae,0
95,Outside,Balistidae,0
96,Inside,Balistidae,0
97,Inside,Balistidae,0.028972959
98,Inside,Balistidae,0.013364517
99,Inside,Balistidae,0.00456847
100,Outside,Balistidae,0
101,Inside,Balistidae,0.004642526
102,Outside,Balistidae,0
103,Inside,Balistidae,0
104,Outside,Balistidae,0
105,Inside,Balistidae,0.00167729
106,Outside,Balistidae,0
107,Inside,Balistidae,0.008610298
108,Outside,Balistidae,0
109,Inside,Balistidae,0
110,Outside,Balistidae,0
111,Inside,Balistidae,0.002008032
112,Outside,Balistidae,0
113,Inside,Balistidae,0.002097315
114,Inside,Balistidae,0.033127208
115,Outside,Balistidae,0
116,Inside,Balistidae,0
117,Outside,Balistidae,0
118,Inside,Balistidae,0.008090615
119,Outside,Balistidae,0
120,Inside,Balistidae,0
121,Outside,Balistidae,0
122,Inside,Balistidae,0.003293808
123,Outside,Balistidae,0
125,Inside,Balistidae,0.033519553
126,Outside,Balistidae,0
127,Inside,Balistidae,0
128,Outside,Balistidae,0
129,Inside,Balistidae,0.011769321
130,Outside,Balistidae,0
131,Inside,Balistidae,0
132,Outside,Balistidae,0.001918649
133,Inside,Balistidae,0
134,Outside,Balistidae,0
135,Inside,Balistidae,0.265486726
136,Outside,Balistidae,0
137,Inside,Balistidae,0.003019324
138,Outside,Balistidae,0
139,Inside,Balistidae,0.02752925
140,Outside,Balistidae,0
141,Inside,Balistidae,0
142,Outside,Balistidae,0
143,Inside,Balistidae,0
144,Outside,Balistidae,0
145,Inside,Balistidae,0.00288517
146,Outside,Balistidae,0
147,Inside,Balistidae,0.002730003
148,Outside,Balistidae,0.00264131
1,Inside,Belonidae,0
2,Outside,Belonidae,0
4,Outside,Belonidae,0.0029036
5,Inside,Belonidae,0.007980846
8,Inside,Belonidae,0
9,Outside,Belonidae,0.002977963
10,Inside,Belonidae,0
13,Outside,Belonidae,0
14,Inside,Belonidae,0
15,Outside,Belonidae,0
16,Inside,Belonidae,0
17,Inside,Belonidae,0
18,Inside,Belonidae,0
19,Inside,Belonidae,0
20,Outside,Belonidae,0
21,Inside,Belonidae,0
22,Inside,Belonidae,0
23,Outside,Belonidae,0
24,Inside,Belonidae,0
26,Inside,Belonidae,0
27,Inside,Belonidae,0
28,Inside,Belonidae,0
29,Inside,Belonidae,0
30,Outside,Belonidae,0
31,Inside,Belonidae,0.008099352
32,Inside,Belonidae,0
33,Inside,Belonidae,0.068493151
34,Inside,Belonidae,0
35,Outside,Belonidae,0
36,Inside,Belonidae,0.291497976
37,Inside,Belonidae,0.022497188
38,Outside,Belonidae,0
39,Inside,Belonidae,0
40,Inside,Belonidae,0
41,Outside,Belonidae,0
42,Outside,Belonidae,0
43,Inside,Belonidae,0
44,Inside,Belonidae,0.252583238
45,Inside,Belonidae,0
46,Inside,Belonidae,0
47,Inside,Belonidae,0
48,Inside,Belonidae,0
49,Inside,Belonidae,0
50,Inside,Belonidae,0
51,Outside,Belonidae,0
52,Outside,Belonidae,0
54,Inside,Belonidae,0.004764173
55,Outside,Belonidae,0
56,Outside,Belonidae,0
57,Inside,Belonidae,0
59,Inside,Belonidae,0
60,Inside,Belonidae,0.142566191
61,Inside,Belonidae,0.002922268
64,Outside,Belonidae,0
65,Outside,Belonidae,0
66,Outside,Belonidae,0.003508772
67,Inside,Belonidae,0.027681661
68,Inside,Belonidae,0.002985075
69,Inside,Belonidae,0.010744986
70,Outside,Belonidae,0
71,Inside,Belonidae,0.003418803
72,Inside,Belonidae,0
73,Outside,Belonidae,0
74,Outside,Belonidae,0
75,Outside,Belonidae,0
76,Inside,Belonidae,0
77,Inside,Belonidae,0
78,Inside,Belonidae,0
79,Outside,Belonidae,0
80,Inside,Belonidae,0
81,Outside,Belonidae,0
84,Outside,Belonidae,0.000249732
85,Inside,Belonidae,0
86,Inside,Belonidae,0
87,Outside,Belonidae,0
88,Inside,Belonidae,0
89,Inside,Belonidae,0
90,Inside,Belonidae,0.000756172
91,Outside,Belonidae,0
92,Outside,Belonidae,0
93,Inside,Belonidae,0
95,Outside,Belonidae,0
96,Inside,Belonidae,0
97,Inside,Belonidae,0.000333023
98,Inside,Belonidae,0
99,Inside,Belonidae,0.000380706
100,Outside,Belonidae,0
101,Inside,Belonidae,0.016248839
102,Outside,Belonidae,0
103,Inside,Belonidae,0.004677998
104,Outside,Belonidae,0
105,Inside,Belonidae,0
106,Outside,Belonidae,0
107,Inside,Belonidae,0.04132943
108,Outside,Belonidae,0
109,Inside,Belonidae,0
110,Outside,Belonidae,0
111,Inside,Belonidae,0
112,Outside,Belonidae,0
113,Inside,Belonidae,0
114,Inside,Belonidae,0
115,Outside,Belonidae,0
116,Inside,Belonidae,0
117,Outside,Belonidae,0
118,Inside,Belonidae,0.161812298
119,Outside,Belonidae,0
120,Inside,Belonidae,0
121,Outside,Belonidae,0
122,Inside,Belonidae,0.072463768
123,Outside,Belonidae,0
125,Inside,Belonidae,0.055865922
126,Outside,Belonidae,0
127,Inside,Belonidae,0
128,Outside,Belonidae,0
129,Inside,Belonidae,0.005884661
130,Outside,Belonidae,0
131,Inside,Belonidae,0
132,Outside,Belonidae,0
133,Inside,Belonidae,0
134,Outside,Belonidae,0
135,Inside,Belonidae,0.358898722
136,Outside,Belonidae,0
137,Inside,Belonidae,0
138,Outside,Belonidae,0
139,Inside,Belonidae,0.004588208
140,Outside,Belonidae,0
141,Inside,Belonidae,0
142,Outside,Belonidae,0
143,Inside,Belonidae,0
144,Outside,Belonidae,0
145,Inside,Belonidae,0
146,Outside,Belonidae,0
147,Inside,Belonidae,0
148,Outside,Belonidae,0
1,Inside,Blenniidae,0.015923567
2,Outside,Blenniidae,0
4,Outside,Blenniidae,0
5,Inside,Blenniidae,0
8,Inside,Blenniidae,0.007176175
9,Outside,Blenniidae,0.008933889
10,Inside,Blenniidae,0.023020258
13,Outside,Blenniidae,0
14,Inside,Blenniidae,0.002842524
15,Outside,Blenniidae,0
16,Inside,Blenniidae,0.015471893
17,Inside,Blenniidae,0
18,Inside,Blenniidae,0.009025271
19,Inside,Blenniidae,0
20,Outside,Blenniidae,0.003267974
21,Inside,Blenniidae,0
22,Inside,Blenniidae,0.003625816
23,Outside,Blenniidae,0
24,Inside,Blenniidae,0
26,Inside,Blenniidae,0
27,Inside,Blenniidae,0
28,Inside,Blenniidae,0
29,Inside,Blenniidae,0.002476474
30,Outside,Blenniidae,0
31,Inside,Blenniidae,0.008099352
32,Inside,Blenniidae,0.006518905
33,Inside,Blenniidae,0
34,Inside,Blenniidae,0.00241838
35,Outside,Blenniidae,0.005081301
36,Inside,Blenniidae,0.890688259
37,Inside,Blenniidae,0.067491564
38,Outside,Blenniidae,0
39,Inside,Blenniidae,0.025706941
40,Inside,Blenniidae,0.011195074
41,Outside,Blenniidae,0
42,Outside,Blenniidae,0.003043214
43,Inside,Blenniidae,0.021493821
44,Inside,Blenniidae,0.281285878
45,Inside,Blenniidae,0
46,Inside,Blenniidae,0
47,Inside,Blenniidae,0
48,Inside,Blenniidae,0
49,Inside,Blenniidae,0
50,Inside,Blenniidae,0
51,Outside,Blenniidae,0
52,Outside,Blenniidae,0
54,Inside,Blenniidae,0.02143878
55,Outside,Blenniidae,0
56,Outside,Blenniidae,0
57,Inside,Blenniidae,0
59,Inside,Blenniidae,0.006544503
60,Inside,Blenniidae,0.073319756
61,Inside,Blenniidae,0.181180596
64,Outside,Blenniidae,0
65,Outside,Blenniidae,0
66,Outside,Blenniidae,0
67,Inside,Blenniidae,0.006920415
68,Inside,Blenniidae,0
69,Inside,Blenniidae,0.003581662
70,Outside,Blenniidae,0
71,Inside,Blenniidae,0.143589744
72,Inside,Blenniidae,0
73,Outside,Blenniidae,0
74,Outside,Blenniidae,0
75,Outside,Blenniidae,0
76,Inside,Blenniidae,0.005792065
77,Inside,Blenniidae,0
78,Inside,Blenniidae,0
79,Outside,Blenniidae,0
80,Inside,Blenniidae,0
81,Outside,Blenniidae,0
84,Outside,Blenniidae,0
85,Inside,Blenniidae,0
86,Inside,Blenniidae,0
87,Outside,Blenniidae,0
88,Inside,Blenniidae,0
89,Inside,Blenniidae,0
90,Inside,Blenniidae,0
91,Outside,Blenniidae,0
92,Outside,Blenniidae,0
93,Inside,Blenniidae,0
95,Outside,Blenniidae,0
96,Inside,Blenniidae,0
97,Inside,Blenniidae,0
98,Inside,Blenniidae,0
99,Inside,Blenniidae,0
100,Outside,Blenniidae,0
101,Inside,Blenniidae,0
102,Outside,Blenniidae,0
103,Inside,Blenniidae,0
104,Outside,Blenniidae,0
105,Inside,Blenniidae,0
106,Outside,Blenniidae,0
107,Inside,Blenniidae,0.00172206
108,Outside,Blenniidae,0
109,Inside,Blenniidae,0
110,Outside,Blenniidae,0
