transect,type,sample,density
112,Outside,debris.total,0.065201192
115,Outside,debris.total,0.402568535
117,Outside,debris.total,0.045747557
119,Outside,debris.total,0.044809559
121,Outside,debris.total,2.621644295
123,Outside,debris.total,0.009677419
126,Outside,debris.total,0.387788779
128,Outside,debris.total,0.901208618
130,Outside,debris.total,0.314443677
132,Outside,debris.total,0.149654643
134,Outside,debris.total,0.058047493
136,Outside,debris.total,0.323115162
138,Outside,debris.total,1.291115893
140,Outside,debris.total,0.14489837
142,Outside,debris.total,0.905289053
144,Outside,debris.total,0
146,Outside,debris.total,0.000294551
148,Outside,debris.total,0.01320655
1,Inside,organic,0.015923567
5,Inside,organic,0
8,Inside,organic,4.592752063
10,Inside,organic,4.189686924
14,Inside,organic,11.82490051
16,Inside,organic,0.464156782
17,Inside,organic,2.685950413
18,Inside,organic,0.571600481
19,Inside,organic,0.003236246
21,Inside,organic,0
22,Inside,organic,0.398839739
24,Inside,organic,0
26,Inside,organic,0.873015873
27,Inside,organic,0.132275132
28,Inside,organic,1.015072285
29,Inside,organic,0.002476474
31,Inside,organic,2.780777538
32,Inside,organic,0.325945241
33,Inside,organic,7.049086758
34,Inside,organic,0.217654172
36,Inside,organic,146.0728745
37,Inside,organic,56.84289464
39,Inside,organic,0.556983719
40,Inside,organic,122.334173
43,Inside,organic,1.800107469
44,Inside,organic,80.19517796
45,Inside,organic,0
46,Inside,organic,0.027909573
47,Inside,organic,0
48,Inside,organic,0.025258904
49,Inside,organic,0.002554278
50,Inside,organic,0
54,Inside,organic,0.762267747
57,Inside,organic,3.189684425
59,Inside,organic,3.272251309
60,Inside,organic,296.0081466
61,Inside,organic,0
67,Inside,organic,17.61245675
68,Inside,organic,0.298507463
69,Inside,organic,1.683381089
71,Inside,organic,3.042735043
72,Inside,organic,0.718390805
76,Inside,organic,1.187373299
77,Inside,organic,4.73965287
78,Inside,organic,0.512975256
80,Inside,organic,0.87181143
85,Inside,organic,0.466295441
86,Inside,organic,0.184354452
88,Inside,organic,0.641451006
89,Inside,organic,0.037678975
90,Inside,organic,7.281938826
93,Inside,organic,1.417050691
96,Inside,organic,0.10338022
97,Inside,organic,2.181297456
98,Inside,organic,1.273341501
99,Inside,organic,7.123006053
101,Inside,organic,147.4233983
103,Inside,organic,0.046779978
105,Inside,organic,0.06709158
107,Inside,organic,90.64921646
109,Inside,organic,0.035448423
111,Inside,organic,0.180722892
113,Inside,organic,10.02516779
114,Inside,organic,10.68904594
116,Inside,organic,0.020794344
118,Inside,organic,94.09385113
120,Inside,organic,0.046970409
122,Inside,organic,51.54808959
125,Inside,organic,70.89385475
127,Inside,organic,0.336398296
129,Inside,organic,0.96116124
131,Inside,organic,0.805119736
133,Inside,organic,0.040576182
135,Inside,organic,27.97443461
137,Inside,organic,0.362318841
139,Inside,organic,55.44849736
141,Inside,organic,0.002868617
143,Inside,organic,0.003039514
145,Inside,organic,0.144258511
147,Inside,organic,0.081900082
2,Outside,organic,0.054436581
4,Outside,organic,0.058072009
9,Outside,organic,0.059559261
13,Outside,organic,0
15,Outside,organic,0.003090235
20,Outside,organic,0
23,Outside,organic,0
30,Outside,organic,0
35,Outside,organic,0.00254065
38,Outside,organic,0.280741157
41,Outside,organic,1.397819402
42,Outside,organic,0.091296409
51,Outside,organic,0.057372347
52,Outside,organic,0
55,Outside,organic,0
56,Outside,organic,0
64,Outside,organic,0
65,Outside,organic,0
66,Outside,organic,0
70,Outside,organic,0.003874467
73,Outside,organic,0.06375518
74,Outside,organic,0
75,Outside,organic,0.109609061
79,Outside,organic,0
81,Outside,organic,0.003490401
84,Outside,organic,0.037459731
87,Outside,organic,0.074256277
91,Outside,organic,0.011422045
92,Outside,organic,0.034741825
95,Outside,organic,0.329265346
100,Outside,organic,0.011839924
102,Outside,organic,0.002867795
104,Outside,organic,0.125805944
106,Outside,organic,18.88160973
108,Outside,organic,0.003422313
110,Outside,organic,0.549227014
112,Outside,organic,0.001862891
115,Outside,organic,0
117,Outside,organic,0.002079434
119,Outside,organic,0.00373413
121,Outside,organic,2.516778523
123,Outside,organic,0
126,Outside,organic,0.357535754
128,Outside,organic,0.131371519
130,Outside,organic,0.276434001
132,Outside,organic,0
134,Outside,organic,0
136,Outside,organic,0.220933444
138,Outside,organic,0.799262219
140,Outside,organic,0.100623868
142,Outside,organic,0.885608856
144,Outside,organic,0
146,Outside,organic,0
148,Outside,organic,0
1,Inside,plastic,0.031847134
5,Inside,plastic,2.407555201
8,Inside,plastic,0.007176175
10,Inside,plastic,0.000460405
14,Inside,plastic,0.000284252
16,Inside,plastic,0.010314595
17,Inside,plastic,0.123966942
18,Inside,plastic,0.090252708
19,Inside,plastic,0.012944984
21,Inside,plastic,0.086811352
22,Inside,plastic,0.007251632
24,Inside,plastic,0.000459348
26,Inside,plastic,0.023809524
27,Inside,plastic,0.066137566
28,Inside,plastic,0.00922793
29,Inside,plastic,0.000247647
31,Inside,plastic,0.05399568
32,Inside,plastic,0.319426336
33,Inside,plastic,0.311073059
34,Inside,plastic,0.000241838
36,Inside,plastic,9.238866397
37,Inside,plastic,4.233220847
39,Inside,plastic,23.57754927
40,Inside,plastic,2.127064092
43,Inside,plastic,0.142396561
44,Inside,plastic,2.066590126
45,Inside,plastic,0
46,Inside,plastic,0.000279096
47,Inside,plastic,0
48,Inside,plastic,0.000252589
49,Inside,plastic,0.010217114
50,Inside,plastic,0
54,Inside,plastic,0.231062411
57,Inside,plastic,1.194435019
59,Inside,plastic,0.268324607
60,Inside,plastic,674.3788187
61,Inside,plastic,1.046171829
67,Inside,plastic,1.830449827
68,Inside,plastic,0.005970149
69,Inside,plastic,0.465616046
71,Inside,plastic,1.234188034
72,Inside,plastic,0
76,Inside,plastic,0.124529395
77,Inside,plastic,0.11682243
78,Inside,plastic,0.196137598
80,Inside,plastic,0
85,Inside,plastic,0.259857848
86,Inside,plastic,0.030111227
88,Inside,plastic,0.0044238
89,Inside,plastic,0.00711714
90,Inside,plastic,5.096601006
93,Inside,plastic,0.020737327
96,Inside,plastic,0.211146267
97,Inside,plastic,19.66731051
98,Inside,plastic,53.33110591
99,Inside,plastic,0.730955191
101,Inside,plastic,8.732590529
103,Inside,plastic,0.068610635
105,Inside,plastic,0.120764844
107,Inside,plastic,9.428276218
109,Inside,plastic,1.928394186
111,Inside,plastic,0.046184739
113,Inside,plastic,0.153104027
114,Inside,plastic,0.675795053
116,Inside,plastic,0.012476606
118,Inside,plastic,1056.747573
120,Inside,plastic,0.284170972
122,Inside,plastic,30.69499341
125,Inside,plastic,28.24581006
127,Inside,plastic,0.21978022
129,Inside,plastic,3.489603766
131,Inside,plastic,0.272502064
133,Inside,plastic,0.296206127
135,Inside,plastic,69.42969518
137,Inside,plastic,0.597826087
139,Inside,plastic,57.03372333
141,Inside,plastic,0.17211704
143,Inside,plastic,0.022492401
145,Inside,plastic,44.64800923
147,Inside,plastic,0.778050778
2,Outside,plastic,0.000544366
4,Outside,plastic,0.180023229
9,Outside,plastic,0.014889815
13,Outside,plastic,0.000281452
15,Outside,plastic,0.000309023
20,Outside,plastic,0.000326797
23,Outside,plastic,0
30,Outside,plastic,0
35,Outside,plastic,0.007621951
38,Outside,plastic,0.005614823
41,Outside,plastic,0.036343304
42,Outside,plastic,0.000304321
51,Outside,plastic,0.000286862
52,Outside,plastic,0.000251636
55,Outside,plastic,0.041920732
56,Outside,plastic,0.09808983
64,Outside,plastic,0
65,Outside,plastic,0.000428082
66,Outside,plastic,0.000350877
70,Outside,plastic,0.000387447
73,Outside,plastic,0
74,Outside,plastic,0.000480538
75,Outside,plastic,0.000365364
79,Outside,plastic,0
81,Outside,plastic,0
84,Outside,plastic,0.005244362
87,Outside,plastic,0.004176916
91,Outside,plastic,0.042832667
92,Outside,plastic,4.34E-05
95,Outside,plastic,0.033228613
100,Outside,plastic,0.005919962
102,Outside,plastic,0.002867795
104,Outside,plastic,0.434030508
106,Outside,plastic,1.139447824
108,Outside,plastic,0.872689938
110,Outside,plastic,0.10374288
112,Outside,plastic,0.063338301
115,Outside,plastic,0.402568535
117,Outside,plastic,0.043668122
119,Outside,plastic,0.041075429
121,Outside,plastic,0.104865772
123,Outside,plastic,0.009677419
126,Outside,plastic,0.030253025
128,Outside,plastic,0.769837099
130,Outside,plastic,0.038009675
132,Outside,plastic,0.149654643
134,Outside,plastic,0.058047493
136,Outside,plastic,0.102181718
138,Outside,plastic,0.491853674
140,Outside,plastic,0.044274502
142,Outside,plastic,0.019680197
144,Outside,plastic,0
146,Outside,plastic,0.000294551
148,Outside,plastic,0.01320655
